crn, date, stime, etime, itype, depth, l12, d12, 
#, yymmdd, hhmm, hhmm, , m, mg C/m3, mg C/m3, 
 80, 970218,  500, 1900,  1,  100,  2.257,  0.187,
 80, 970218,  500, 1900,  1,  125,  0.723,  0.147,
 80, 970218,  500, 1900,  1,  175,  0.107,  0.063,
 81, 970312,  630, 1840,  1,    5,  6.983,  0.120,
 81, 970312,  630, 1840,  1,   25,  1.547,  0.153,
 81, 970312,  630, 1840,  1,   45,  4.853,  0.183,
 81, 970312,  630, 1840,  1,   75,  2.877,  0.097,
 81, 970312,  630, 1840,  1,  100,  2.633,  0.087,
 81, 970312,  630, 1840,  1,  125,  0.550,  0.087,
 81, 970312,  630, 1840,  1,  150,  0.120,  0.057,
 82, 970409,  500, 1900,  1,    5,  2.905,  0.110,
 82, 970409,  500, 1900,  1,   25,  1.567,  0.237,
 82, 970409,  500, 1900,  1,   45,  1.875,  0.207,
 82, 970409,  500, 1900,  1,   75,  2.873,  0.080,
 82, 970409,  500, 1900,  1,  100,  1.143,  0.080,
 82, 970409,  500, 1900,  1,  125,  0.087,  0.040,
 82, 970409,  500, 1900,  1,  150,  0.037,  0.060,
 82, 970409,  500, 1900,  1,  175,  0.030,  0.060,
 83, 970507,  520, 1930,  1,    5,  4.890,  0.090,
 83, 970507,  520, 1930,  1,   25,  5.253,  0.137,
 83, 970507,  520, 1930,  1,   45,  7.857,  0.195,
 83, 970507,  520, 1930,  1,   75,  2.585,  0.077,
 83, 970507,  520, 1930,  1,  100,  4.785,  0.130,
 83, 970507,  520, 1930,  1,  125,  1.245,  0.090,
 83, 970507,  520, 1930,  1,  150,  0.215, -9.000,
 83, 970507,  520, 1930,  1,  175,  0.040, -9.000,
 84, 970604,  500, 1900,  1,    5,  8.863,  0.183,
 84, 970604,  500, 1900,  1,   25,  8.110,  0.217,
 84, 970604,  500, 1900,  1,   45,  5.323,  0.227,
 84, 970604,  500, 1900,  1,   75,  2.383,  0.190,
 84, 970604,  500, 1900,  1,  100,  2.050,  0.103,
 84, 970604,  500, 1900,  1,  125,  1.117,  0.087,
 84, 970604,  500, 1900,  1,  150,  0.203,  0.083,
 84, 970604,  500, 1900,  1,  175,  0.037,  0.033,
 85, 970709,  530, 1930,  1,    5,  3.865,  0.230,
 85, 970709,  530, 1930,  1,   25,  6.845,  0.190,
 85, 970709,  530, 1930,  1,   45,  4.105,  0.150,
 85, 970709,  530, 1930,  1,   75,  2.265,  0.150,
 85, 970709,  530, 1930,  1,  100,  1.560,  0.060,
 85, 970709,  530, 1930,  1,  125,  0.525,  0.080,
 85, 970709,  530, 1930,  1,  150,  0.115,  0.030,
 86, 970802,  530, 2000,  1,    5,  3.573,  0.190,
 86, 970802,  530, 2000,  1,   25,  6.953,  0.193,
 86, 970802,  530, 2000,  1,   45,  6.047,  0.227,
 86, 970802,  530, 2000,  1,   75,  2.347,  0.223,
 86, 970802,  530, 2000,  1,  100,  1.843,  0.123,
 86, 970802,  530, 2000,  1,  125,  0.610,  0.053,
 86, 970802,  530, 2000,  1,  150,  0.143,  0.037,
 86, 970802,  530, 2000,  1,  175,  0.113,  0.065,
 87, 970925,  530, 1830,  1,    5,  5.837,  0.263,
 87, 970925,  530, 1830,  1,   25,  6.420,  0.253,
 87, 970925,  530, 1830,  1,   45,  4.353,  0.333,
 87, 970925,  530, 1830,  1,   75,  2.610,  0.230,
 87, 970925,  530, 1830,  1,  100,  1.203,  0.240,
 87, 970925,  530, 1830,  1,  125,  0.677,  0.070,
 87, 970925,  530, 1830,  1,  150,  0.170,  0.080,
 89, 980111,  630, 1845,  1,    5,  5.470,  0.150,
 89, 980111,  630, 1845,  1,   25,  5.367,  0.150,
 89, 980111,  630, 1845,  1,   45,  3.060,  0.147,
 89, 980111,  630, 1845,  1,   75,  3.093,  0.070,
 89, 980111,  630, 1845,  1,  100,  0.867,  0.057,
 89, 980111,  630, 1845,  1,  125,  0.253,  0.037,
 89, 980111,  630, 1845,  1,  150,  0.037,  0.040,
 89, 980111,  630, 1845,  1,  175,  0.063,  0.050,
 90, 980219,  655, 1840,  1,    5,  5.205,  0.133,
 90, 980219,  655, 1840,  1,   25,  4.907,  0.147,
 90, 980219,  655, 1840,  1,   45,  4.230,  0.133,
 90, 980219,  655, 1840,  1,   75,  3.390,  0.140,
 90, 980219,  655, 1840,  1,  100,  2.443,  0.073,
 90, 980219,  655, 1840,  1,  125,  0.467,  0.070,
 91, 980318,  720, 1909,  1,    5,  7.813,  0.120,
 91, 980318,  720, 1909,  1,   25,  6.450,  0.190,
 91, 980318,  720, 1909,  1,   45,  5.530,  0.200,
 91, 980318,  720, 1909,  1,   75,  4.097,  0.100,
 91, 980318,  720, 1909,  1,  100,  2.300,  0.070,
 91, 980318,  720, 1909,  1,  125,  0.570,  0.070,
 91, 980318,  720, 1909,  1,  150,  0.227,  0.067,
 91, 980318,  720, 1909,  1,  175,  0.117,  0.073,
 92, 980415,  530, 1900,  1,    5,  6.963,  0.160,
 92, 980415,  530, 1900,  1,   25,  6.577,  0.153,
 92, 980415,  530, 1900,  1,   45,  6.523,  0.187,
 92, 980415,  530, 1900,  1,   75,  3.430,  0.150,
 92, 980415,  530, 1900,  1,  100,  3.643,  0.087,
 92, 980415,  530, 1900,  1,  125,  0.573,  0.095,
 92, 980415,  530, 1900,  1,  150,  0.323,  0.087,
 93, 980513,  430, 1900,  1,    5,  7.560,  0.117,
 93, 980513,  430, 1900,  1,   25,  6.577,  0.160,
 93, 980513,  430, 1900,  1,   45,  7.313,  0.177,
 93, 980513,  430, 1900,  1,   75,  4.577,  0.115,
 93, 980513,  430, 1900,  1,  100,  2.657,  0.093,
 93, 980513,  430, 1900,  1,  125,  1.043,  0.140,
 93, 980513,  430, 1900,  1,  150,  0.267,  0.100,
 93, 980513,  430, 1900,  1,  175,  0.100,  0.123,
 94, 980617,  530, 1915,  1,    5,  6.377,  0.203,
 94, 980617,  530, 1915,  1,   25,  7.400,  0.193,
 94, 980617,  530, 1915,  1,   45,  7.037,  0.205,
 94, 980617,  530, 1915,  1,   75,  4.963,  0.180,
 94, 980617,  530, 1915,  1,  100,  3.023,  0.103,
 94, 980617,  530, 1915,  1,  125,  1.287,  0.067,
 94, 980617,  530, 1915,  1,  150,  0.370,  0.067,
 94, 980617,  530, 1915,  1,  175,  0.073,  0.067,
 95, 980715,  530, 1830,  1,    5,  8.993,  0.170,
 95, 980715,  530, 1830,  1,   25,  8.533,  0.180,
 95, 980715,  530, 1830,  1,   45,  6.890,  0.137,
 95, 980715,  530, 1830,  1,   75,  4.123,  0.117,
 95, 980715,  530, 1830,  1,  100,  2.477,  0.057,
 95, 980715,  530, 1830,  1,  125,  1.150,  0.040,
 95, 980715,  530, 1830,  1,  150,  0.197,  0.033,
 95, 980715,  530, 1830,  1,  175,  0.047,  0.033,
 96, 980810,  520, 1930,  1,    5, 12.717,  0.267,
 96, 980810,  520, 1930,  1,   25, 10.643,  0.273,
 96, 980810,  520, 1930,  1,   45,  4.387,  0.180,
 96, 980810,  520, 1930,  1,   75,  1.853,  0.125,
 96, 980810,  520, 1930,  1,  100,  1.157,  0.090,
 96, 980810,  520, 1930,  1,  125,  0.443,  0.083,
 96, 980810,  520, 1930,  1,  150,  0.177,  0.100,
 96, 980810,  520, 1930,  1,  175,  0.107,  0.080,
 97, 980928,  530, 1913,  1,    5,  4.480,  0.160,
 97, 980928,  530, 1913,  1,   25,  4.585,  0.215,
 97, 980928,  530, 1913,  1,   45,  4.105,  0.215,
 97, 980928,  530, 1913,  1,   75,  3.030,  0.230,
 97, 980928,  530, 1913,  1,  100,  1.215,  0.120,
 97, 980928,  530, 1913,  1,  125,  0.420,  0.120,
 97, 980928,  530, 1913,  1,  150,  0.145,  0.055,
 97, 980928,  530, 1913,  1,  175,  0.110, -9.000,
 97, 980928,  530, 1913,  2,    5,  5.070,  0.135,
 97, 980928,  530, 1913,  2,   25,  5.140,  0.155,
 97, 980928,  530, 1913,  2,   45,  4.005,  0.190,
 97, 980928,  530, 1913,  2,   75,  3.740,  0.195,
 97, 980928,  530, 1913,  2,  100,  1.360,  0.105,
 97, 980928,  530, 1913,  2,  125,  0.420,  0.130,
 97, 980928,  530, 1913,  2,  150,  0.190,  0.075,
 97, 980928,  530, 1913,  2,  175,  0.050,  0.040,
 98, 981019,  549, 1751,  1,    5,  4.685,  0.150,
 98, 981019,  549, 1751,  1,   25,  5.415,  0.180,
 98, 981019,  549, 1751,  1,   45,  4.680,  0.155,
 98, 981019,  549, 1751,  1,   75,  3.680,  0.130,
 98, 981019,  549, 1751,  1,  100,  1.270,  0.045,
 98, 981019,  549, 1751,  1,  125,  0.465,  0.060,
 98, 981019,  549, 1751,  1,  150,  0.105,  0.040,
 98, 981019,  549, 1751,  1,  175,  0.075,  0.065,
 98, 981019,  549, 1751,  2,    5,  6.100,  0.090,
 98, 981019,  549, 1751,  2,   25,  5.300,  0.095,
 98, 981019,  549, 1751,  2,   45,  4.170,  0.110,
 98, 981019,  549, 1751,  2,   75,  3.130,  0.110,
 98, 981019,  549, 1751,  2,  100,  1.355,  0.050,
 98, 981019,  549, 1751,  2,  125,  0.215,  0.055,
 98, 981019,  549, 1751,  2,  150,  0.080,  0.050,
 98, 981019,  549, 1751,  2,  175,  0.040,  0.030,
 99, 981111,  630, 1800,  1,    5,  7.070,  0.070,
 99, 981111,  630, 1800,  1,   25,  6.060,  0.070,
 99, 981111,  630, 1800,  1,   45,  4.055,  0.065,
 99, 981111,  630, 1800,  1,   75,  2.015,  0.080,
 99, 981111,  630, 1800,  1,  100,  0.595,  0.055,
 99, 981111,  630, 1800,  1,  125,  0.190,  0.045,
 99, 981111,  630, 1800,  1,  150,  0.070,  0.030,
 99, 981111,  630, 1800,  2,    5,  6.115,  0.075,
 99, 981111,  630, 1800,  2,   25,  5.480,  0.160,
 99, 981111,  630, 1800,  2,   45,  3.210,  0.080,
 99, 981111,  630, 1800,  2,   75,  2.155,  0.080,
 99, 981111,  630, 1800,  2,  100,  0.600,  0.050,
 99, 981111,  630, 1800,  2,  125,  0.170,  0.040,
 99, 981111,  630, 1800,  2,  150,  0.065,  0.040,
 99, 981111,  630, 1800,  2,  175,  0.050,  0.045,
100, 981209,  630, 1500,  1,    5,  5.045,  0.060,
100, 981209,  630, 1500,  1,   25,  1.905,  0.060,
100, 981209,  630, 1500,  1,   45,  1.765,  0.075,
100, 981209,  630, 1500,  1,   75,  0.505,  0.055,
100, 981209,  630, 1500,  1,  100,  0.225,  0.035,
100, 981209,  630, 1500,  1,  125,  0.170,  0.025,
100, 981209,  630, 1500,  2,    5,  3.885,  0.120,
100, 981209,  630, 1500,  2,   25,  2.188,  0.140,
100, 981209,  630, 1500,  2,   45,  1.335,  0.110,
100, 981209,  630, 1500,  2,   75,  0.580,  0.045,
100, 981209,  630, 1500,  2,  100,  0.200,  0.100,
100, 981209,  630, 1500,  2,  125,  0.120,  0.030,
100, 981209,  630, 1500,  2,  150,  0.110,  0.090,
100, 981209,  630, 1500,  2,  175,  0.060,  0.065,
101, 990113,  654, 1850,  1,    5,  7.750,  0.125,
101, 990113,  654, 1850,  1,   25,  6.055,  0.120,
101, 990113,  654, 1850,  1,   45,  4.510,  0.115,
101, 990113,  654, 1850,  1,   75,  1.545,  0.100,
101, 990113,  654, 1850,  1,  100,  0.600,  0.130,
101, 990113,  654, 1850,  1,  125,  0.270,  0.055,
101, 990113,  654, 1850,  1,  150,  0.075,  0.045,
101, 990113,  654, 1850,  2,    5,  7.105,  0.070,
101, 990113,  654, 1850,  2,   25,  7.275,  0.080,
101, 990113,  654, 1850,  2,   45,  4.925,  0.080,
101, 990113,  654, 1850,  2,   75,  1.785,  0.070,
101, 990113,  654, 1850,  2,  100,  0.340,  0.060,
101, 990113,  654, 1850,  2,  125,  0.220,  0.045,
101, 990113,  654, 1850,  2,  150,  0.085,  0.025,
101, 990113,  654, 1850,  2,  175,  0.040,  0.020,
102, 990218,  600, 1805,  1,    5,  6.300,  0.110,
102, 990218,  600, 1805,  1,   25,  4.925,  0.195,
102, 990218,  600, 1805,  1,   45,  3.300,  0.150,
102, 990218,  600, 1805,  1,   75,  3.570,  0.060,
102, 990218,  600, 1805,  1,  100,  1.325,  0.060,
102, 990218,  600, 1805,  1,  125,  0.470,  0.040,
102, 990218,  600, 1805,  1,  150,  0.105,  0.065,
102, 990218,  600, 1805,  1,  175,  0.015,  0.035,
103, 990317,  524, 1800,  1,    5,  6.283,  0.120,
103, 990317,  524, 1800,  1,   25,  6.177,  0.150,
103, 990317,  524, 1800,  1,   45,  6.337,  0.177,
103, 990317,  524, 1800,  1,   75,  4.187,  0.135,
103, 990317,  524, 1800,  1,  100,  2.877,  0.090,
103, 990317,  524, 1800,  1,  125,  0.453,  0.047,
103, 990317,  524, 1800,  1,  150,  0.183,  0.057,
103, 990317,  524, 1800,  1,  175,  0.060,  0.030,
104, 990414,  625, 2135,  1,    5,  6.357,  0.147,
104, 990414,  625, 2135,  1,   25,  7.053,  0.137,
104, 990414,  625, 2135,  1,   45,  7.087,  0.167,
104, 990414,  625, 2135,  1,   75,  4.560,  0.090,
104, 990414,  625, 2135,  1,  100,  2.217,  0.110,
104, 990414,  625, 2135,  1,  125,  1.223,  0.070,
104, 990414,  625, 2135,  1,  150,  0.367,  0.063,
105, 990510,  525, 1940,  1,    5,  9.967,  0.140,
105, 990510,  525, 1940,  1,   25,  8.323,  0.133,
105, 990510,  525, 1940,  1,   45,  6.103, -9.000,
105, 990510,  525, 1940,  1,   75,  5.203,  0.147,
105, 990510,  525, 1940,  1,  100,  1.227,  0.233,
105, 990510,  525, 1940,  1,  125,  0.247,  0.123,
106, 990714,  602, 1935,  1,    5,  5.837,  0.187,
106, 990714,  602, 1935,  1,   25,  5.660,  0.197,
106, 990714,  602, 1935,  1,   45,  4.973,  0.177,
106, 990714,  602, 1935,  1,   75,  3.790,  0.173,
106, 990714,  602, 1935,  1,  100,  2.465,  0.100,
106, 990714,  602, 1935,  1,  125,  1.110,  0.060,
106, 990714,  602, 1935,  1,  150,  0.243,  0.083,
106, 990714,  602, 1935,  1,  175,  0.077,  0.060,
107, 990814,  530, 1943,  1,    5,  9.500,  0.163,
107, 990814,  530, 1943,  1,   25,  9.207,  0.187,
107, 990814,  530, 1943,  1,   45,  9.307,  0.163,
107, 990814,  530, 1943,  1,   75,  4.233,  0.190,
107, 990814,  530, 1943,  1,  100,  1.613,  0.103,
107, 990814,  530, 1943,  1,  125,  0.237,  0.083,
107, 990814,  530, 1943,  1,  150,  0.107,  0.080,
108, 991015,  614, 1800,  1,    5,  7.475,  0.130,
108, 991015,  614, 1800,  1,   25,  6.350,  0.153,
108, 991015,  614, 1800,  1,   45,  5.497,  0.353,
108, 991015,  614, 1800,  1,   75,  4.230,  0.143,
108, 991015,  614, 1800,  1,  100,  2.410,  0.077,
108, 991015,  614, 1800,  1,  125,  0.570,  0.063,
108, 991015,  614, 1800,  1,  150,  0.103,  0.080,
109, 991109,  637, 1830,  1,    5,  6.713,  0.133,
109, 991109,  637, 1830,  1,   25,  5.652,  0.123,
109, 991109,  637, 1830,  1,   45,  5.100,  0.135,
109, 991109,  637, 1830,  1,   75,  2.310,  0.137,
109, 991109,  637, 1830,  1,  100,  0.473,  0.117,
109, 991109,  637, 1830,  1,  125,  0.397,  0.080,
109, 991109,  637, 1830,  1,  150,  0.113,  0.077,
110, 991215,  540, 1810,  1,    5,  5.823,  0.173,
110, 991215,  540, 1810,  1,   25,  6.257,  0.213,
110, 991215,  540, 1810,  1,   45,  5.137,  0.177,
110, 991215,  540, 1810,  1,   75,  1.933,  0.113,
110, 991215,  540, 1810,  1,  100,  0.970,  0.070,
110, 991215,  540, 1810,  1,  125,  0.257,  0.103,
110, 991215,  540, 1810,  1,  150,  0.107,  0.113,
110, 991215,  540, 1810,  1,  175,  0.100,  0.100,
111, 000203,  631, 1845,  1,    5,  5.213,  0.140,
111, 000203,  631, 1845,  1,   25,  4.250,  0.193,
111, 000203,  631, 1845,  1,   45,  3.433,  0.177,
111, 000203,  631, 1845,  1,   75,  2.003,  0.173,
111, 000203,  631, 1845,  1,  100,  0.997,  0.117,
111, 000203,  631, 1845,  1,  125,  0.500,  0.090,
111, 000203,  631, 1845,  1,  150,  0.123,  0.090,
111, 000203,  631, 1845,  1,  175,  0.050,  0.060,
111, 000203,  631, 1845,  2,   25,  3.770, -9.000,
111, 000203,  631, 1845,  2,   45,  4.220, -9.000,
112, 000301,  708, 1900,  1,    5,  6.900,  0.107,
112, 000301,  708, 1900,  1,   25,  7.573,  0.123,
112, 000301,  708, 1900,  1,   45,  6.540,  0.113,
112, 000301,  708, 1900,  1,   75,  4.013,  0.113,
112, 000301,  708, 1900,  1,  100,  2.410,  0.110,
112, 000301,  708, 1900,  1,  125,  0.910,  0.090,
112, 000301,  708, 1900,  1,  150,  0.167,  0.033,
112, 000301,  708, 1900,  1,  175,  0.053,  0.050,
112, 000301,  708, 1900,  2,   25,  6.907, -9.000,
112, 000301,  708, 1900,  2,   45,  6.273, -9.000,
113, 000329,  530, 1715,  1,    5,  5.913,  0.140,
113, 000329,  530, 1715,  1,   25,  5.987,  0.130,
113, 000329,  530, 1715,  1,   45,  5.040,  0.157,
113, 000329,  530, 1715,  1,   75,  2.983,  0.163,
113, 000329,  530, 1715,  1,  100,  1.073,  0.137,
113, 000329,  530, 1715,  1,  125,  1.080,  0.070,
113, 000329,  530, 1715,  1,  150,  0.187,  0.073,
113, 000329,  530, 1715,  1,  175,  0.060,  0.057,
113, 000329,  530, 1715,  2,   25,  5.567, -9.000,
113, 000329,  530, 1715,  2,   45,  4.857, -9.000,
114, 000426,  552, 1930,  1,    5,  9.377,  0.105,
114, 000426,  552, 1930,  1,   25,  8.257,  0.263,
114, 000426,  552, 1930,  1,   45,  6.407,  0.175,
114, 000426,  552, 1930,  1,   75,  4.663,  0.090,
114, 000426,  552, 1930,  1,  100,  2.523,  0.073,
114, 000426,  552, 1930,  1,  125,  0.090,  0.060,
114, 000426,  552, 1930,  1,  150,  0.190,  0.067,
114, 000426,  552, 1930,  1,  175,  0.550,  0.043,
114, 000426,  552, 1930,  2,   25,  9.167, -9.000,
114, 000426,  552, 1930,  2,   45,  7.913, -9.000,
115, 000525,  530, 1930,  1,   25,  5.110, -9.000,
115, 000525,  530, 1930,  1,   45,  5.265, -9.000,
115, 000525,  530, 1930,  3,   25,  5.425, -9.000,
115, 000525,  530, 1930,  3,   45,  4.090, -9.000,
115, 000525,  530, 1930,  2,    5,  5.420,  0.127,
115, 000525,  530, 1930,  2,   25,  5.447,  0.175,
115, 000525,  530, 1930,  2,   45,  4.280,  0.143,
115, 000525,  530, 1930,  2,   75,  3.080,  0.167,
115, 000525,  530, 1930,  2,  100,  1.973,  0.140,
115, 000525,  530, 1930,  2,  125,  1.133,  0.093,
115, 000525,  530, 1930,  2,  150,  0.347,  0.067,
115, 000525,  530, 1930,  2,  175,  0.073,  0.067,
116, 000621,  540, 1945,  1,   25, 20.225, -9.000,
116, 000621,  540, 1945,  1,   45,  6.005, -9.000,
116, 000621,  540, 1945,  2,    5, 25.230,  0.290,
116, 000621,  540, 1945,  2,   25, 27.220,  0.310,
116, 000621,  540, 1945,  2,   45,  3.600,  0.135,
116, 000621,  540, 1945,  2,   75,  1.450,  0.113,
116, 000621,  540, 1945,  2,  100,  1.375,  0.067,
116, 000621,  540, 1945,  2,  125,  0.873,  0.050,
116, 000621,  540, 1945,  2,  150,  0.495,  0.057,
116, 000621,  540, 1945,  2,  175,  0.077,  0.040,
117, 000726,  600, 1930,  2,    5, 16.040,  0.223,
117, 000726,  600, 1930,  2,   25, 15.299,  0.233,
117, 000726,  600, 1930,  2,   45,  9.063,  0.203,
117, 000726,  600, 1930,  2,   75,  2.705,  0.130,
117, 000726,  600, 1930,  2,  100,  1.217,  0.097,
117, 000726,  600, 1930,  2,  125,  0.507,  0.077,
117, 000726,  600, 1930,  2,  150,  0.127,  0.117,
117, 000726,  600, 1930,  2,  175,  0.057,  0.035,
118, 000823,  640, 1920,  1,   25,  5.775, -9.000,
118, 000823,  640, 1920,  1,   45,  6.655, -9.000,
118, 000823,  640, 1920,  3,   25,  5.465, -9.000,
118, 000823,  640, 1920,  3,   45,  7.370, -9.000,
118, 000823,  640, 1920,  2,    5,  7.187,  0.463,
118, 000823,  640, 1920,  2,   25,  8.093,  0.110,
118, 000823,  640, 1920,  2,   45,  8.070,  0.100,
118, 000823,  640, 1920,  2,   75,  5.395,  0.073,
118, 000823,  640, 1920,  2,  100,  2.517,  0.080,
118, 000823,  640, 1920,  2,  125,  0.583,  0.113,
118, 000823,  640, 1920,  2,  150,  0.120, -9.000,
118, 000823,  640, 1920,  2,  175,  0.045, -9.000,
119, 001018,  600, 1800,  3,   25,  5.400, -9.000,
119, 001018,  600, 1800,  3,   45,  4.020, -9.000,
119, 001018,  600, 1800,  2,    5,  4.917, -9.000,
119, 001018,  600, 1800,  2,   25,  4.423, -9.000,
119, 001018,  600, 1800,  2,   45,  3.800, -9.000,
119, 001018,  600, 1800,  2,   75,  2.375, -9.000,
119, 001018,  600, 1800,  2,  100,  1.357, -9.000,
119, 001018,  600, 1800,  2,  125,  0.270, -9.000,
120, 001130,  625, 1830,  3,   25,  6.565, -9.000,
120, 001130,  625, 1830,  3,   45,  5.615, -9.000,
120, 001130,  625, 1830,  2,    5,  7.557, -9.000,
120, 001130,  625, 1830,  2,   25,  6.713, -9.000,
120, 001130,  625, 1830,  2,   45,  5.033, -9.000,
120, 001130,  625, 1830,  2,   75,  4.265, -9.000,
120, 001130,  625, 1830,  2,  100,  0.923, -9.000,
120, 001130,  625, 1830,  2,  125,  0.230, -9.000,
121, 001220,  634, 3130,  2,    5,  4.150, -9.000,
121, 001220,  634, 3130,  2,   25,  3.473, -9.000,
121, 001220,  634, 3130,  2,   45,  2.303, -9.000,
121, 001220,  634, 3130,  2,   75,  1.380, -9.000,
121, 001220,  634, 3130,  2,  100,  0.820, -9.000,
121, 001220,  634, 3130,  2,  125,  0.347, -9.000,
122, 010117,  640, 1854,  2,    5,  5.983, -9.000,
122, 010117,  640, 1854,  2,   25,  6.407, -9.000,
122, 010117,  640, 1854,  2,   45,  4.427, -9.000,
122, 010117,  640, 1854,  2,   75,  4.570, -9.000,
122, 010117,  640, 1854,  2,  100,  1.813, -9.000,
122, 010117,  640, 1854,  2,  125,  0.370, -9.000,
124, 010321,  635, 1830,  2,    5,  3.887, -9.000,
124, 010321,  635, 1830,  2,   25,  3.293, -9.000,
124, 010321,  635, 1830,  2,   45,  4.717, -9.000,
124, 010321,  635, 1830,  2,   75,  3.165, -9.000,
124, 010321,  635, 1830,  2,  100,  0.900, -9.000,
124, 010321,  635, 1830,  2,  125,  0.497, -9.000,
125, 010418,  617, 1856,  2,    5,  7.160, -9.000,
125, 010418,  617, 1856,  2,   25,  7.450, -9.000,
125, 010418,  617, 1856,  2,   45,  6.693, -9.000,
125, 010418,  617, 1856,  2,   75,  4.783, -9.000,
125, 010418,  617, 1856,  2,  100,  3.223, -9.000,
125, 010418,  617, 1856,  2,  125,  1.700, -9.000,
126, 010516,  615, 1910,  2,    5,  8.073, -9.000,
126, 010516,  615, 1910,  2,   25,  7.687, -9.000,
126, 010516,  615, 1910,  2,   45,  5.560, -9.000,
126, 010516,  615, 1910,  2,   75,  2.370, -9.000,
126, 010516,  615, 1910,  2,  100,  1.990, -9.000,
126, 010516,  615, 1910,  2,  125,  1.190, -9.000,
127, 010614,  600, 1855,  2,    5,  6.120, -9.000,
127, 010614,  600, 1855,  2,   25,  6.083, -9.000,
127, 010614,  600, 1855,  2,   45,  5.757, -9.000,
127, 010614,  600, 1855,  2,   75,  4.573, -9.000,
127, 010614,  600, 1855,  2,  100,  2.453, -9.000,
127, 010614,  600, 1855,  2,  125,  1.637, -9.000,
128, 010711,  600, 1850,  2,    5,  6.883, -9.000,
128, 010711,  600, 1850,  2,   25,  8.987, -9.000,
128, 010711,  600, 1850,  2,   45,  5.170, -9.000,
128, 010711,  600, 1850,  2,   75,  5.500, -9.000,
128, 010711,  600, 1850,  2,  100,  2.290, -9.000,
128, 010711,  600, 1850,  2,  125,  0.750, -9.000,
129, 010808,  615, 1857,  2,    5,  6.123, -9.000,
129, 010808,  615, 1857,  2,   25,  6.107, -9.000,
129, 010808,  615, 1857,  2,   45,  5.450, -9.000,
129, 010808,  615, 1857,  2,   75,  3.383, -9.000,
129, 010808,  615, 1857,  2,  100,  2.390, -9.000,
129, 010808,  615, 1857,  2,  125,  0.390, -9.000,
130, 011002,  630, 1840,  2,    5,  8.480, -9.000,
130, 011002,  630, 1840,  2,   25,  9.517, -9.000,
130, 011002,  630, 1840,  2,   45,  6.150, -9.000,
130, 011002,  630, 1840,  2,   75,  3.823, -9.000,
130, 011002,  630, 1840,  2,  100,  1.877, -9.000,
130, 011002,  630, 1840,  2,  125,  0.557, -9.000,
131, 011023,  630, 1820,  2,    5,  8.097, -9.000,
131, 011023,  630, 1820,  2,   25,  9.010, -9.000,
131, 011023,  630, 1820,  2,   45,  7.260, -9.000,
131, 011023,  630, 1820,  2,   75,  2.930, -9.000,
131, 011023,  630, 1820,  2,  100,  0.660, -9.000,
131, 011023,  630, 1820,  2,  125,  0.193, -9.000,
132, 011117,  650, 1800,  2,    5,  8.347, -9.000,
132, 011117,  650, 1800,  2,   25,  6.497, -9.000,
132, 011117,  650, 1800,  2,   45,  4.630, -9.000,
132, 011117,  650, 1800,  2,   75,  2.810, -9.000,
132, 011117,  650, 1800,  2,  100,  0.760, -9.000,
132, 011117,  650, 1800,  2,  125,  0.190, -9.000,
134, 020116,  640, 1825,  2,    5,  5.820, -9.000,
134, 020116,  640, 1825,  2,   25,  4.487, -9.000,
134, 020116,  640, 1825,  2,   45,  4.400, -9.000,
134, 020116,  640, 1825,  2,   75,  1.087, -9.000,
134, 020116,  640, 1825,  2,  100,  1.190, -9.000,
134, 020116,  640, 1825,  2,  125,  0.437, -9.000,
135, 020221,  700, 1830,  2,    5,  7.430, -9.000,
135, 020221,  700, 1830,  2,   25,  6.613, -9.000,
135, 020221,  700, 1830,  2,   45,  5.137, -9.000,
135, 020221,  700, 1830,  2,   75,  4.053, -9.000,
135, 020221,  700, 1830,  2,  100,  3.110, -9.000,
135, 020221,  700, 1830,  2,  125,  0.500, -9.000,
136, 020313,  615, 1820,  2,    5,  8.060, -9.000,
136, 020313,  615, 1820,  2,   25,  7.743, -9.000,
136, 020313,  615, 1820,  2,   45,  9.043, -9.000,
136, 020313,  615, 1820,  2,   75,  4.843, -9.000,
136, 020313,  615, 1820,  2,  100,  3.957, -9.000,
136, 020313,  615, 1820,  2,  125,  1.590, -9.000,
137, 020521,  624, 1910,  2,    5,  8.180, -9.000,
137, 020521,  624, 1910,  2,   25,  7.727, -9.000,
137, 020521,  624, 1910,  2,   45,  7.287, -9.000,
137, 020521,  624, 1910,  2,   75,  5.050, -9.000,
137, 020521,  624, 1910,  2,  100,  2.670, -9.000,
137, 020521,  624, 1910,  2,  125,  2.607, -9.000,
139, 020828,  512, 1920,  2,    5,  8.750, -9.000,
139, 020828,  512, 1920,  2,   25,  9.253, -9.000,
139, 020828,  512, 1920,  2,   45,  7.660, -9.000,
139, 020828,  512, 1920,  2,   75,  5.433, -9.000,
139, 020828,  512, 1920,  2,  100,  1.620, -9.000,
139, 020828,  512, 1920,  2,  125,  0.680, -9.000,
140, 021007,  630, 1820,  2,    5,  8.410, -9.000,
140, 021007,  630, 1820,  2,   25,  7.367, -9.000,
140, 021007,  630, 1820,  2,   45,  6.280, -9.000,
140, 021007,  630, 1820,  2,   75,  4.233, -9.000,
140, 021007,  630, 1820,  2,  100,  1.990, -9.000,
140, 021007,  630, 1820,  2,  125,  0.633, -9.000,
