name,correlation_coefficient,normalized_standard_deviation,bias,normalized_root_mean_square_deviation
HOT Day,-0.524154738552693,0.5803670785027532,-0.30164211340257463,1.3947151158585118
HOT Night,-0.4827129946036299,0.45978894866832604,-1.5129554841292476,1.286583879081426
