name,correlation_coefficient,normalized_standard_deviation,bias,normalized_root_mean_square_deviation
HOT Day,-0.5241706058682062,0.5803656063857013,-0.301645982477918,1.3947205527000623
HOT Night,-0.48272800332596016,0.4597877823912924,-1.5129585506396694,1.2865883883865663
