name,correlation_coefficient,normalized_standard_deviation,bias,normalized_root_mean_square_deviation
HOT Day,-0.045747048156149356,890.6858256612973,1615.8529226921946,890.7321328708557
HOT Night,-0.11406929429187652,900.4195333306246,1771.6004499356106,900.5341506266194
