name,correlation_coefficient,normalized_standard_deviation,bias,normalized_root_mean_square_error
HOT Day,0.9449675786114816,0.7293795029724273,0.04158276560718665,0.39180925682135737
HOT Night,0.9410485729221079,1.1078014715895457,-0.017353263446019562,0.37713938088623966
Original Day,0.76527624373704,1.0904331325833256,0.7775198894747717,0.7211652190281521
Original Night,0.7816689576347313,0.9321094452265478,-1.613795255259677,0.6415808452386155
