name,correlation_coefficient,normalized_standard_deviation,bias,normalized_root_mean_square_deviation
HOT Day,0.5099298854265525,0.3905087279973812,-0.009609543278766772,0.8684658454945628
HOT Night,0.45078763840407193,0.30937591765393757,-1.2815961382578605,0.9037631215244366
