name,correlation_coefficient,normalized_standard_deviation,bias,normalized_root_mean_square_deviation
HOT Day,0.5099298854265528,0.6179697664247952,1.5591767510233911,0.8669741217792936
HOT Night,0.4507876384040722,0.48957923309550866,-0.03874376491499071,0.8934737225463232
