name,correlation_coefficient,normalized_standard_deviation,bias,normalized_root_mean_square_deviation
HOT Day,0.5099267641194015,0.43945609216294035,0.32796996973169085,0.8630995370411869
HOT Night,0.4507823640535489,0.34815388757536286,-1.0141527634097862,0.8985142538894569
