name,correlation_coefficient,normalized_standard_deviation,bias,normalized_root_mean_square_deviation
HOT Day,0.7412399765859664,0.31562523616444715,-0.0988614782012356,0.7948026197584612
HOT Night,0.6680296381968432,0.49605419083321106,0.004809307484577439,0.7637486215938567
