name,correlation_coefficient,normalized_standard_deviation,bias,normalized_root_mean_square_deviation
HOT Day,-0.4491624437474776,0.6341623822352848,-0.16429147455645526,1.4042242619031253
HOT Night,-0.43986822684360594,0.5024076413138814,-1.4041410674811556,1.3016911134080191
