name,correlation_coefficient,normalized_standard_deviation,bias,normalized_root_mean_square_deviation
HOT Day,0.7124119089182364,0.41767765460813816,0.5398966392123752,0.7611422683672248
HOT Night,0.6680845082845922,0.37843919667651865,-0.7153820587427886,0.7984719759181739
