name,correlation_coefficient,normalized_standard_deviation,bias,normalized_root_mean_square_deviation
HOT Day,0.700869568753387,0.530944051171691,1.5446047734191264,0.733250659134275
HOT Night,0.6418671601909619,0.42063414023166884,-0.050288241696524454,0.7980918479653198
