name,correlation_coefficient,normalized_standard_deviation,bias,normalized_root_mean_square_deviation
HOT Day,0.7321559963053872,0.3493061340731747,-0.020370411268305712,0.7813588254350814
HOT Night,0.667759322475492,0.2767336502956791,-1.290121308555818,0.840832066200348
