name,correlation_coefficient,normalized_standard_deviation,bias,normalized_root_mean_square_deviation
HOT Day,0.5540630117439329,0.4861892264870018,0.3704248263348577,0.8352371076972749
HOT Night,0.38961950570295156,0.3851776600979914,-0.9805184070578571,0.9209866288812267
