name,correlation_coefficient,normalized_standard_deviation,bias,normalized_root_mean_square_deviation
HOT Day,0.5099267641194015,0.5003845932931347,0.7481894193464954,0.8602707412546319
HOT Night,0.4507823640535488,0.3964237714406932,-0.681238878206601,0.894287491162179
