name,correlation_coefficient,normalized_standard_deviation,bias,normalized_root_mean_square_deviation
Barents Sea - Optimized,0.9298668800023188,1.0966126684468709,-0.21465296571794273,0.4039204667242661
Barents Sea - Original,0.890056735690493,0.8676068251633922,-0.3519140302981248,0.45640224115867223
